Project,Package,Smell,Description
fesod,org.apache.fesod.common.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PositionUtils; PositionUtilsTest]; [IntUtils; ListUtils; MapUtils; MapUtilsTest; ListUtilsTest; IntUtilsTest]; [BooleanUtils; BooleanUtilsTest]; [IoUtils; IoUtilsTest]; [ValidateUtils; ValidateUtilsTest]; [MemberUtils; MemberUtilsTest]; [StringUtils; StringUtilsTest]; [StringUtilsTest.RunTest]; [StringUtilsTest.TestData]; [MemberUtilsTest.TestPublicClass]; [MemberUtilsTest.TestPrivateClass]. LCC (Lack of Component Cohesion) = 0.5
